-1,-1,7.0,6.5,-1,-1,4,0,0,0,-1,-1,-1,13,9,31,30,69,-1,3,4,-1,1
-1,-1,8.666666666666666,0,-1,0,3,0,0,0,-1,-1,-1,20,0,28,0,35,-1,2,0,-1,1
0,1,5.75,0,-1,-1,4,0,0,0,-1,0,0,9,0,26,0,33,15,2,0,0,1
1,1,4.0,0,-1,0,3,0,0,0,16988374,0,0,6,0,14,0,21,29,2,0,0,1
1,1,4.25,9.75,-1,-1,4,1,0,0,-1,0,0,7,28,20,43,70,0,2,4,0,1
-1,1,7.0,0,6195,-1,2,0,0,0,45237,0,0,11,0,15,0,22,156,1,0,0,0
0,1,6.333333333333333,0,-1,0,3,0,0,0,-1,0,0,13,0,21,0,28,18,2,0,0,1
1,1,6.5,4.75,1743,10,2,1,0,0,57954,0,0,11,6,14,23,70,3,3,4,0,1
1,1,6.0,0,633181,-1,3,0,0,0,611020,0,0,8,0,20,0,27,1,2,0,0,1
-1,-1,5.5,0,-1,-1,2,0,0,0,-1,-1,-1,9,0,12,0,19,-1,1,0,-1,1
1,1,8.666666666666666,5.666666666666667,-1,11,3,1,0,0,-1,0,0,13,8,28,20,56,14,3,3,2,1
1,1,6.0,0,1,-1,2,0,0,0,264,0,0,9,0,13,0,20,1,1,0,0,0
-1,0,4.0,0,51,20,2,0,0,0,221,0,0,5,0,9,0,16,0,1,0,0,0
-1,1,8.666666666666666,0,-1,0,3,0,0,0,-1,0,0,21,0,28,0,35,39,2,0,0,1
1,0,10.666666666666666,6.0,-1,7,3,1,0,0,-1,0,0,16,9,34,28,70,0,3,4,0,1
-1,1,6.333333333333333,0,-1,-1,3,1,0,0,-1,0,0,13,0,21,0,28,0,2,0,0,1
1,0,5.5,0,3,20,2,0,0,0,3,0,0,8,0,12,0,19,0,1,0,0,0
1,1,7.0,5.0,1,-1,3,0,0,0,2,0,0,16,10,23,24,54,7,3,4,0,1
1,0,6.5,0,16,20,2,0,0,0,124,0,0,10,0,14,0,21,0,1,0,0,0
-1,0,5.5,0,210,11,2,0,0,0,644,0,0,8,0,12,0,19,0,1,0,0,0
1,1,7.0,0,-1,9,2,0,0,0,15354749,0,0,11,0,15,0,22,0,1,0,3,1
-1,1,4.666666666666667,6.0,-1,3,3,0,0,0,20460928,0,0,7,10,16,28,51,0,3,4,0,1
1,0,3.0,0,270,14,3,0,0,0,381,0,0,4,0,11,0,18,0,2,0,0,0
1,1,3.0,0,11048,26,2,0,0,0,40924,0,0,3,0,7,0,14,1,1,0,0,0
-1,1,4.5,0,24,11,2,0,0,0,63,0,0,6,0,10,0,17,0,1,0,0,0
1,1,5.666666666666667,5.0,-1,2,3,1,0,0,-1,0,0,9,7,19,12,48,0,3,2,0,1
1,1,6.333333333333333,0,-1,0,3,0,0,0,-1,0,0,13,0,21,0,28,17,2,0,0,1
1,0,3.6666666666666665,0,-1,0,3,0,0,0,18483754,0,0,5,0,13,0,20,0,2,0,0,1
1,0,5.25,3.5,1559,1,4,0,0,0,3818,0,0,8,5,24,9,70,1,3,2,0,1
-1,-1,6.0,0,-1,-1,2,0,0,0,-1,-1,-1,9,0,13,0,20,-1,1,0,-1,1
1,1,4.5,0,4,-1,2,0,0,0,1447,0,0,6,0,10,0,17,1,1,0,0,0
-1,-1,6.5,0,-1,-1,2,0,0,0,-1,-1,-1,10,0,14,0,21,-1,1,0,-1,1
-1,-1,9.0,0,-1,-1,2,0,0,0,-1,-1,-1,15,0,19,0,26,-1,1,0,-1,1
1,1,3.6666666666666665,0,1,-1,3,0,0,0,121,0,0,6,0,13,0,20,1,2,0,0,0
0,0,4.666666666666667,0,-1,-1,3,0,0,0,-1,0,0,8,0,16,0,23,10,2,0,0,1
