1,1,6.333333333333333,0,633181,-1,3,0,0,0,611020,0,0,8,0,21,0,28,1,2,0,0,1
1,1,5.0,0,366,13,2,0,0,0,522,0,0,8,0,11,0,18,1,1,0,0,0
-1,-1,9.25,5.0,-1,-1,4,0,0,0,-1,-1,-1,20,7,40,12,70,-1,4,2,-1,1
1,1,3.5,0,633181,-1,2,0,0,0,611020,0,0,4,0,8,0,15,1,1,0,0,1
1,1,6.0,0,-1,0,3,0,0,0,-1,0,0,12,0,20,0,27,0,2,0,0,1
-1,-1,6.5,0,-1,-1,2,0,0,0,-1,-1,-1,10,0,14,0,21,-1,1,0,-1,1
1,0,6.333333333333333,0,-1,0,3,0,0,0,-1,0,0,12,0,21,0,28,1,2,0,0,1
1,1,2.5,5.0,-1,7,2,0,0,0,11346500,0,0,3,5,6,6,19,0,1,1,0,1
1,0,8.0,6.0,1559,1,2,0,0,0,3818,0,0,13,13,17,28,52,1,2,4,0,1
1,0,4.75,4.0,-1,-1,4,0,0,0,-1,0,0,11,6,22,21,50,81,4,4,7,1
-1,-1,6.0,0,-1,0,3,0,0,0,-1,-1,-1,12,0,20,0,27,-1,2,0,-1,1
1,1,4.333333333333333,0,-1,0,3,0,0,0,-1,0,0,6,0,15,0,22,80,2,0,0,1
1,0,7.0,4.0,-1,0,3,0,0,0,-1,0,0,15,5,23,10,40,0,3,2,0,1
1,1,3.25,0,-1,0,4,0,0,0,6442563,0,0,5,0,17,0,25,0,1,0,0,1
1,1,6.25,0,633181,-1,4,0,0,0,611020,0,0,12,0,28,0,35,1,3,0,0,1
1,1,5.833333333333333,16.0,-1,7,6,1,0,0,-1,0,0,8,16,40,17,64,11,5,1,0,1
1,1,5.5,0,633181,-1,2,0,0,0,611020,0,0,9,0,12,0,19,1,1,0,0,1
-1,1,7.0,0,-1,0,3,0,0,0,8333135,0,0,15,0,23,0,30,1,2,0,0,1
-1,1,9.666666666666666,4.75,-1,-1,3,1,0,0,-1,0,0,13,7,31,23,70,25,3,4,0,1
1,0,9.0,0,-1,0,3,0,0,0,12292055,0,0,21,0,29,0,37,0,2,0,0,1
1,1,3.3333333333333335,0,-1,-1,3,0,0,0,20715884,0,0,6,0,12,0,19,0,2,0,0,1
-1,1,7.666666666666667,0,-1,-1,3,0,0,0,-1,0,0,18,0,25,0,32,12,2,0,0,1
1,1,9.5,6.0,-1,0,2,1,0,0,12046959,0,0,16,8,20,29,56,6,1,4,0,1
1,1,4.0,0,125,31,2,0,0,0,674,0,0,6,0,9,0,16,1,1,0,0,0
1,1,5.833333333333333,16.0,-1,1,6,1,0,0,-1,0,0,8,16,40,17,64,1,5,1,0,1
1,1,3.6666666666666665,4.5,-1,-1,3,1,0,0,-1,0,0,6,7,13,44,65,0,4,8,0,1
1,1,4.666666666666667,10.5,-1,0,3,0,0,0,-1,0,0,6,17,16,24,48,0,2,2,0,1
-1,2,8.333333333333334,0,3623,0,3,0,0,0,1948209,0,0,19,0,27,0,34,416,2,0,0,1
1,1,5.0,12.333333333333334,-1,0,4,1,0,0,-1,0,0,7,25,23,40,70,0,2,3,0,1
-1,-1,7.5,3.1666666666666665,-1,0,2,1,0,0,-1,-1,-1,12,5,16,25,48,-1,4,6,-1,1
1,1,5.5,11.666666666666666,-1,6,4,0,0,0,-1,0,0,9,31,25,38,70,0,2,3,0,1
0,1,7.0,0,-1,-1,3,0,0,0,-1,0,0,15,0,23,0,30,16,2,0,0,1
-1,-1,4.0,0,-1,0,3,0,0,0,-1,-1,-1,6,0,14,0,21,-1,2,0,-1,1
-1,1,6.0,6.2,-1,-1,4,1,0,0,-1,0,0,12,9,27,36,70,0,3,5,0,1
-1,-1,9.333333333333334,0,30734,10,3,0,0,0,60990,-1,-1,22,0,30,0,37,-1,2,0,-1,1
-1,0,5.5,0,-1,16,2,0,0,0,-1,0,0,8,0,12,0,19,0,1,0,0,1
1,1,5.0,0,111,11,2,0,0,0,1285,0,0,8,0,11,0,18,0,1,0,0,0
1,-1,6.0,0,-1,-1,2,0,0,0,-1,-1,-1,9,0,13,0,20,-1,1,0,-1,1
1,1,5.0,0,-1,0,3,0,0,0,-1,0,0,9,0,17,0,24,49,2,0,0,1
1,0,3.5,0,415,20,2,0,0,0,1165,0,0,4,0,8,0,15,1,1,0,0,0
1,1,3.0,0,10,16,2,0,0,0,444,0,0,3,0,7,0,14,1,1,0,0,0
1,1,5.666666666666667,7.0,-1,4,6,1,0,0,13976287,0,0,11,11,39,24,70,0,5,3,0,1
1,1,10.0,0,2830,22,2,0,0,0,2087,0,0,17,0,21,0,28,0,1,0,0,0
1,1,6.0,4.0,1,-1,3,0,0,0,2,0,0,12,5,20,10,37,7,3,2,0,1
1,1,11.0,4.5,4995,-1,3,0,0,0,1027293,0,0,17,5,35,11,53,0,3,2,0,1
1,1,18.0,4.5,1559,1,2,0,0,0,3818,0,0,33,5,37,11,55,15,2,2,0,1
1,1,4.0,0,-1,-1,3,0,0,0,-1,0,0,6,0,14,0,21,36,2,0,0,1
-1,1,9.75,8.5,-1,-1,4,1,0,0,-1,0,0,18,9,42,20,70,1,2,2,0,1
1,1,7.5,0,633181,-1,2,0,0,0,611020,0,0,12,0,16,0,23,1,1,0,0,1
1,1,10.5,7.0,1743,10,2,1,0,0,57954,0,0,18,18,22,40,70,3,3,5,0,1
1,1,3.0,0,5,20,2,0,0,0,53,0,0,4,0,7,0,14,0,1,0,0,0
1,1,3.3333333333333335,0,1,-1,3,0,0,0,9,0,0,6,0,12,0,19,1,2,0,0,0
1,1,7.0,6.5,9290,-1,4,1,0,0,5349355,0,0,13,9,31,30,69,3,3,4,0,1
1,1,5.0,6.0,-1,-1,2,1,0,0,7028369,0,0,7,8,11,21,39,30,2,3,0,1
1,2,9.0,7.8,-1,0,2,1,0,0,-1,0,0,15,13,19,44,70,5,1,5,0,1
1,0,4.5,0,223,20,2,0,0,0,679,0,0,6,0,10,0,17,1,1,0,0,0
-1,-1,7.666666666666667,0,-1,0,3,0,0,0,-1,-1,-1,17,0,25,0,32,-1,2,0,-1,1
-1,-1,4.0,0,-1,-1,2,0,0,0,-1,-1,-1,5,0,9,0,16,-1,1,0,-1,1
-1,1,8.0,35.0,-1,-1,3,1,0,0,3021402,0,0,11,35,26,36,70,20,2,1,0,1
1,0,3.3333333333333335,0,43,19,3,0,0,0,179,0,0,6,0,12,0,19,0,2,0,0,0
0,1,7.666666666666667,0,-1,1,3,0,0,0,-1,0,0,17,0,25,0,32,5,2,0,0,1
1,1,3.0,3.1666666666666665,-1,5,4,1,0,0,-1,0,0,4,5,15,25,47,0,5,6,0,1
1,1,8.0,19.5,1,-1,2,0,0,0,2,0,0,13,32,17,42,70,10,1,2,0,1
1,1,7.0,0,-1,1,3,0,0,0,-1,0,0,15,0,23,0,30,52,2,0,0,1
1,0,5.75,4.8,-1,5,4,1,0,0,-1,1,0,15,7,26,30,63,1,5,5,0,1
1,1,3.0,9.5,1,-1,3,0,0,0,2,0,0,4,12,11,22,40,7,2,2,0,1
1,0,7.333333333333333,0,-1,1,3,0,0,0,19013562,0,0,16,0,24,0,31,1,2,0,0,1 
-1,-1,2.6666666666666665,0,166743,22,3,0,0,0,504006,-1,-1,3,0,10,0,17,-1,2,0,-1,1
1,0,4.666666666666667,0,-1,11,3,0,0,0,-1,0,0,7,0,16,0,23,0,2,0,0,1
1,0,3.5,0,559,14,2,0,0,0,462,0,0,4,0,8,0,15,0,1,0,0,0
1,1,4.5,0,43,-1,2,0,0,0,580,0,0,6,0,10,0,17,1,1,0,0,0
1,1,5.75,4.25,-1,-1,4,1,0,0,9639168,0,0,14,7,26,21,70,0,4,4,0,1
-1,1,4.0,0,12453,18,2,0,0,0,12602,0,0,5,0,9,0,16,1,1,0,0,0
1,1,8.333333333333334,0,-1,0,3,0,0,0,20190410,0,0,19,0,27,0,35,39,2,0,0,1
1,0,3.5,0,-1,0,4,0,0,0,-1,0,0,6,0,17,0,24,0,2,0,0,1
-1,1,5.75,17.5,-1,0,4,1,0,0,-1,0,0,8,20,26,37,70,4,2,2,2,1
1,0,8.666666666666666,0,-1,0,3,0,0,0,-1,0,0,20,0,28,0,35,0,2,0,0,1
-1,1,7.666666666666667,0,-1,0,3,0,0,0,-1,0,0,17,0,25,0,32,25,2,0,0,1
1,0,10.0,6.0,1559,1,3,0,0,0,3818,0,0,14,9,32,21,66,1,3,3,0,1
1,1,7.0,5.25,-1,0,3,1,0,0,-1,0,0,15,7,23,26,56,2,3,4,0,1
1,1,5.333333333333333,0,-1,0,3,0,0,0,-1,1,1,10,0,18,0,25,1,2,0,0,1
1,1,9.0,3.6,-1,1,2,1,0,0,-1,0,0,15,7,19,23,49,7,2,5,0,1
1,0,7.666666666666667,0,-1,0,3,0,0,0,-1,0,0,17,0,25,0,32,0,2,0,0,1
-1,1,3.0,0,175,24,2,0,0,0,360,0,0,4,0,7,0,14,1,1,0,0,0
1,0,6.0,0,14,-1,2,0,0,0,1005,0,0,9,0,13,0,20,0,1,0,0,0
-1,0,4.0,0,379,19,2,0,0,0,902,0,0,5,0,9,0,16,0,1,0,0,0
1,0,5.5,0,71,10,2,0,0,0,85,0,0,8,0,12,0,19,0,1,0,0,0
1,1,7.0,19.5,-1,5,2,1,0,0,-1,0,0,12,32,15,42,64,0,1,2,0,1
1,1,3.6666666666666665,0,633181,-1,3,0,0,0,611020,0,0,5,0,13,0,20,1,1,0,0,1
-1,0,4.0,0,108,23,2,0,0,0,115,0,0,5,0,9,0,16,0,1,0,0,0
1,0,10.333333333333334,8.0,1559,1,3,0,0,0,3818,0,0,15,8,33,10,50,6,2,1,0,1
-1,1,9.333333333333334,0,-1,0,3,0,0,0,-1,0,0,22,0,30,0,37,47,2,0,0,1
-1,1,5.5,0,81,10,2,0,0,0,497,0,0,8,0,12,0,19,1,1,0,0,0
-1,0,5.0,5.0,-1,12,2,0,0,0,-1,0,0,7,5,11,6,38,0,1,1,0,1
1,1,3.3333333333333335,0,874,15,3,0,0,0,609,0,0,6,0,12,0,19,0,2,0,0,0
-1,-1,5.0,0,-1,-1,2,0,0,0,-1,-1,-1,8,0,11,0,18,-1,1,0,-1,1
1,1,5.0,0,-1,0,3,0,0,0,-1,0,0,9,0,17,0,24,1,2,0,0,1
-1,1,7.2,6.0,4982,-1,5,0,0,0,261727,0,0,13,8,40,21,70,25,3,3,0,1
-1,1,8.0,5.571428571428571,-1,-1,2,0,0,0,-1,0,0,13,10,17,46,70,0,1,7,0,1
-1,0,4.5,0,2067,15,2,0,0,0,1889,0,0,6,0,10,0,17,0,1,0,0,0
1,1,6.0,0,11732,14,4,0,0,0,288119,0,0,7,0,27,0,34,1,1,0,0,1
1,1,8.0,0,6,21,2,0,0,0,442,0,0,13,0,17,0,24,0,1,0,0,0
1,0,2.6666666666666665,0,6,-1,3,0,0,0,161,0,0,3,0,10,0,17,0,2,0,0,0
1,1,10.0,4.0,-1,-1,3,1,0,0,13259232,0,0,14,7,32,31,70,0,3,6,0,1
-1,-1,5.0,8.6,-1,-1,2,0,0,0,-1,-1,-1,7,14,11,48,66,-1,2,5,-1,1
-1,1,3.0,0,99,18,2,0,0,0,209,0,0,3,0,7,0,14,0,1,0,0,0
1,1,7.0,5.25,-1,-1,2,1,0,0,-1,0,0,11,9,15,26,48,0,1,4,0,1
-1,1,5.333333333333333,0,-1,0,3,0,0,0,-1,0,0,10,0,18,0,25,45,2,0,0,1
-1,1,7.666666666666667,0,-1,0,3,0,0,0,-1,0,0,17,0,25,0,32,35,2,0,0,1
1,1,4.666666666666667,12.5,-1,4,3,0,0,0,-1,0,0,6,21,16,28,52,1,2,2,0,1
1,1,3.5,0,1305310,-1,2,0,0,0,5859170,0,0,4,0,8,0,15,85,1,0,2,1
1,1,4.5,0,-1,1,2,0,0,0,-1,0,0,6,0,10,0,17,0,1,0,0,1
1,1,4.666666666666667,10.5,-1,1,3,0,0,0,9038589,0,0,6,17,16,24,48,0,2,2,0,1
1,1,3.0,0,4,-1,3,0,0,0,52,0,0,5,0,11,0,18,10,2,0,0,0
1,1,3.6666666666666665,4.75,-1,-1,3,1,0,0,13259232,0,0,6,6,13,23,70,0,4,4,0,1
